customer_id,age,tenure_months,region,subscription_tier,num_purchases_quarter,avg_monthly_spend_gbp,returns_per_purchase,last_login_days_ago,avg_review_polarity,support_tickets_quarter,churned
101004,26,44,London,free,9,29.23,0.147,51.0,0.446,0,0
101005,76,8,South,free,2,118.57,0.133,4.0,0.087,0,0
101006,71,34,London,basic,3,41.97,0.026,12.0,0.305,0,0
101007,49,45,North,free,5,29.95,0.088,19.0,0.454,0,0
101008,64,24,South,free,9,215.08,0.057,1.0,0.319,0,0
101009,50,63,South,free,6,74.64,0.148,41.0,,0,0
101010,34,38,Wales,basic,8,61.06,0.065,4.0,0.669,2,0
101011,68,26,London,free,2,49.77,0.273,17.0,0.077,2,0
101012,33,2,London,basic,7,34.04,0.16,23.0,,0,0
101013,37,12,North,basic,5,30.34,0.285,21.0,0.313,1,1
101014,50,34,North,free,6,24.01,0.009,27.0,-0.124,1,0
101015,70,29,South,free,6,43.17,0.343,3.0,-0.302,1,0
101016,42,63,Wales,basic,4,18.89,0.196,59.0,,1,0
101017,49,57,North,free,6,102.51,0.111,39.0,0.151,3,1
101018,20,11,South,free,4,34.06,0.167,21.0,,0,0
101019,25,43,North,premium,9,99.43,0.04,24.0,0.04,0,0
101020,21,33,Ireland,free,5,30.41,0.184,28.0,-0.62,1,0
101021,22,7,North,free,8,71.54,0.056,0.0,,2,0
101022,72,48,London,premium,4,20.41,0.006,53.0,0.178,1,0
101023,71,39,North,free,5,34.89,0.252,71.0,,3,1
101024,69,6,South,free,6,37.89,0.208,42.0,,1,1
101025,21,34,London,premium,6,65.01,0.462,20.0,-0.348,2,0
101026,22,53,South,premium,10,22.64,0.1,49.0,-0.192,0,0
101027,35,23,North,basic,6,150.64,0.143,2.0,,1,0
101028,53,26,Ireland,basic,7,53.69,0.121,22.0,,0,0
101029,39,8,North,free,7,52.13,0.027,13.0,,1,0
101030,48,14,London,basic,2,19.71,0.15,41.0,,1,1
101031,28,71,South,basic,5,67.55,0.176,30.0,0.474,0,0
101032,64,45,Ireland,free,8,117.47,0.135,18.0,0.504,1,0
101033,37,12,London,basic,6,28.4,0.105,19.0,,2,0
101034,22,35,London,free,3,35.74,0.091,3.0,,1,0
101035,64,14,London,free,3,45.39,0.179,20.0,,0,1
101036,74,32,London,premium,7,43.54,0.317,14.0,-0.105,0,1
101037,18,10,Wales,premium,1,27.95,0.209,2.0,-0.113,2,0
101038,45,45,Scotland,free,4,72.02,0.276,4.0,,1,1
101039,70,41,Wales,free,7,123.94,0.238,9.0,,0,0
101040,62,46,London,free,3,51.86,0.094,14.0,0.595,2,0
101041,71,32,Wales,free,2,28.97,0.131,5.0,0.954,0,0
101042,44,20,London,free,11,24.93,0.343,152.0,0.437,1,0
101043,41,18,Wales,premium,7,297.19,0.195,41.0,0.309,2,0
101044,62,15,South,free,7,40.08,0.433,27.0,-0.01,1,1
101045,27,31,South,free,5,77.55,0.007,75.0,0.555,0,0
101046,33,32,London,free,7,17.01,0.067,9.0,0.304,0,0
101047,55,49,South,free,1,32.13,0.22,,-0.292,1,0
101048,60,3,London,free,4,115.97,0.073,8.0,0.193,3,0
101049,25,20,South,basic,7,29.43,0.193,9.0,-0.318,1,0
101050,50,62,North,free,5,30.59,0.038,2.0,0.28,1,0
101051,40,66,London,basic,3,70.1,0.014,,0.481,0,0
101052,49,67,Wales,free,10,34.37,0.332,30.0,,2,0
101053,78,22,Scotland,premium,6,79.79,0.056,26.0,,3,0
101054,22,10,North,premium,7,34.31,0.086,40.0,0.837,1,0
101055,80,14,South,free,2,50.77,0.033,33.0,0.254,2,0
101056,46,9,Ireland,free,7,85.92,0.078,40.0,0.36,1,0
101057,66,69,South,premium,7,39.53,0.333,131.0,0.278,5,0
101058,44,64,Scotland,free,5,22.64,0.042,22.0,,3,0
101059,37,59,London,free,4,40.17,0.309,43.0,0.411,2,0
101060,66,53,Wales,free,5,27.19,0.1,44.0,0.081,0,0
101061,61,25,London,premium,3,38.57,0.326,,-0.423,0,0
101062,27,34,London,basic,6,54.8,0.078,33.0,-0.042,0,0
101063,62,61,London,premium,7,54.76,0.358,16.0,0.189,2,0
101064,65,59,Scotland,premium,2,102.75,0.057,,0.536,1,0
101065,42,37,Wales,free,7,31.53,0.154,9.0,0.701,0,0
101066,76,61,North,free,6,53.79,0.106,5.0,0.072,1,0
101067,58,25,London,premium,8,142.15,0.085,1.0,0.832,1,0
101068,39,30,London,free,6,68.49,0.147,10.0,0.344,0,0
101069,18,61,London,free,4,105.69,0.131,97.0,,2,0
101070,60,27,South,free,7,52.46,0.171,,,0,0
101071,31,54,Scotland,basic,6,95.8,0.295,28.0,0.436,2,0
101072,65,33,London,premium,6,47.98,0.5,69.0,,1,1
101073,51,21,London,basic,7,20.35,0.13,37.0,0.185,0,0
101074,47,15,London,basic,10,85.77,0.036,24.0,0.496,2,0
101075,28,44,London,free,5,70.64,0.275,18.0,0.571,1,0
101076,62,35,London,basic,7,56.09,0.086,24.0,0.177,0,0
101077,28,26,London,free,5,28.12,0.016,32.0,0.143,0,0
101078,44,54,South,free,4,162.15,0.085,7.0,-0.12,0,0
101079,70,0,London,basic,4,95.19,0.143,3.0,0.042,1,0
101080,75,6,London,free,7,35.01,0.241,6.0,0.571,2,0
101081,80,70,London,premium,5,147.69,0.172,14.0,0.188,2,0
101082,78,48,South,premium,4,142.24,0.003,7.0,,1,1
101083,53,40,South,free,6,47.37,0.121,8.0,-0.074,0,0
101084,30,1,Wales,premium,6,29.98,0.071,6.0,,3,0
101085,70,43,South,premium,4,75.93,0.237,15.0,0.366,0,1
101086,68,31,London,free,5,47.61,0.018,16.0,0.749,4,0
101087,80,43,London,free,4,359.4,0.07,67.0,,0,1
101088,59,2,North,free,4,26.51,0.335,20.0,0.512,3,0
101089,26,40,Ireland,basic,7,163.25,0.259,6.0,0.205,0,0
101090,49,42,South,free,11,41.05,0.045,2.0,,2,0
101091,46,21,London,free,11,46.35,0.134,11.0,-0.507,0,0
101092,71,3,London,free,5,30.29,0.436,65.0,,0,1
101093,42,70,London,basic,6,59.32,0.209,140.0,0.343,2,0
101094,38,51,Wales,free,3,29.63,0.132,19.0,0.681,1,0
101095,23,45,North,free,4,46.41,0.079,58.0,0.241,3,1
101096,70,55,North,free,8,22.56,0.405,20.0,0.691,1,0
101097,65,48,Wales,free,10,13.49,0.238,54.0,-0.832,2,1
101098,20,9,Scotland,basic,3,46.53,0.298,11.0,-0.421,1,0
101099,45,33,Wales,free,5,135.89,0.06,19.0,-0.456,1,0
101100,48,64,London,basic,6,64.78,0.128,19.0,0.531,3,0
101101,47,21,North,free,11,48.28,0.04,,0.348,1,0
101102,75,70,London,free,5,338.84,0.069,14.0,0.159,3,0
101103,27,4,South,basic,8,10.7,0.184,38.0,0.495,0,0
101104,37,24,South,free,5,66.21,0.115,12.0,,0,0
101105,29,25,South,free,7,29.36,0.399,41.0,,1,1
101106,33,45,South,free,9,56.0,0.5,,,4,0
101107,75,12,London,free,4,31.35,0.079,108.0,-0.453,1,0
101108,77,16,North,basic,6,33.9,0.177,8.0,0.413,0,0
101109,20,48,North,free,8,65.7,0.01,8.0,0.403,0,0
101110,57,20,Wales,free,4,47.65,0.034,3.0,,1,0
101111,32,64,London,free,6,32.55,0.026,7.0,-0.361,0,0
101112,30,63,London,free,4,21.18,0.008,150.0,0.119,2,0
101113,36,22,Ireland,basic,5,92.56,0.085,12.0,,3,0
101114,30,40,London,free,9,45.92,0.054,54.0,0.392,1,0
101115,48,24,Wales,basic,10,22.89,0.095,44.0,,2,0
101116,80,25,London,basic,7,16.5,0.067,53.0,0.185,2,0
101117,54,48,London,premium,5,65.69,0.015,6.0,0.23,0,0
101118,63,21,Scotland,basic,4,43.56,0.03,,,2,0
101119,49,10,Scotland,basic,7,60.97,0.119,3.0,,0,1
101120,18,18,South,premium,3,319.73,0.212,,-0.041,0,0
101121,23,67,South,basic,7,95.36,0.131,8.0,,1,0
101122,34,18,London,free,4,52.86,0.03,10.0,,3,0
101123,33,26,London,basic,10,16.71,0.022,26.0,-0.003,0,0
101124,70,45,North,free,3,169.34,0.29,30.0,-0.209,2,0
101125,71,7,South,free,4,57.18,0.045,56.0,0.266,0,0
101126,71,19,Wales,basic,7,300.7,0.235,4.0,0.654,3,0
101127,58,12,London,free,7,30.73,0.199,9.0,0.325,0,0
101128,53,67,Scotland,free,5,22.02,0.065,12.0,0.409,0,0
101129,58,68,Wales,premium,11,148.44,0.189,15.0,0.422,1,0
101130,43,55,London,free,10,64.7,0.115,37.0,0.68,1,0
101131,60,18,North,free,5,130.06,0.152,,-0.099,2,0
101132,68,44,Wales,free,6,23.11,0.008,78.0,,2,0
101133,66,48,South,free,1,22.91,0.069,4.0,,2,0
101134,56,63,London,free,8,26.55,0.08,3.0,0.168,4,0
101135,21,11,Scotland,free,11,7.8,0.199,17.0,-0.109,2,0
101136,63,53,Wales,basic,7,37.86,0.072,171.0,0.239,1,0
101137,41,14,North,basic,13,14.71,0.07,2.0,-0.574,2,0
101138,64,41,London,free,3,57.55,0.053,23.0,0.514,2,0
101139,51,64,North,free,4,51.03,0.111,77.0,-0.121,3,0
101140,73,4,Scotland,free,10,29.16,0.149,6.0,-0.537,2,0
101141,39,10,South,free,5,78.03,0.111,53.0,0.518,2,1
101142,76,59,Ireland,free,2,61.02,0.026,11.0,0.199,1,0
101143,71,1,London,basic,11,138.42,0.018,7.0,0.34,1,0
101144,38,50,Scotland,premium,7,198.94,0.258,8.0,0.805,0,0
101145,48,36,Ireland,basic,7,59.91,0.355,7.0,,1,1
101146,51,25,London,free,5,73.89,0.002,61.0,,0,0
101147,66,62,Scotland,basic,4,82.16,0.023,10.0,0.295,3,0
101148,61,61,Ireland,basic,6,210.35,0.046,47.0,,0,0
101149,71,23,North,free,10,20.36,0.283,2.0,0.331,2,0
101150,41,0,London,basic,10,36.66,0.084,7.0,,2,0
101151,49,9,Wales,basic,7,20.79,0.217,89.0,,0,0
101152,45,7,Wales,free,4,35.14,0.104,34.0,,0,0
101153,75,71,Scotland,free,7,41.64,0.221,36.0,-0.15,0,0
101154,37,43,London,basic,9,29.55,0.033,6.0,0.226,3,0
101155,54,49,Wales,premium,2,73.12,0.275,111.0,,0,0
101156,25,16,London,free,7,77.62,0.214,46.0,,0,0
101157,71,62,Wales,free,5,54.3,0.1,14.0,-0.232,2,0
101158,42,52,South,free,6,68.44,0.061,62.0,,1,0
101159,39,54,Scotland,free,6,189.07,0.269,,0.05,0,0
101160,54,34,South,free,7,70.23,0.178,25.0,0.33,2,1
101161,49,50,North,premium,11,21.48,0.232,,-0.274,2,0
101162,71,39,North,premium,9,31.33,0.392,7.0,0.89,3,1
101163,51,28,South,basic,5,29.7,0.173,56.0,,0,0
101164,50,43,North,premium,9,147.05,0.037,25.0,0.3,1,0
101165,24,23,London,free,4,38.36,0.052,72.0,0.14,0,0
101166,19,69,London,premium,4,26.55,0.007,4.0,,3,0
101167,43,52,North,free,2,24.53,0.111,52.0,0.297,1,0
101168,80,53,London,basic,4,36.51,0.111,30.0,,0,0
101169,75,52,North,free,7,35.49,0.096,,0.645,0,0
101170,57,32,London,basic,7,31.98,0.023,29.0,0.619,1,0
101171,57,69,London,basic,2,100.7,0.076,29.0,0.244,2,0
101172,42,15,South,free,8,44.47,0.089,9.0,-0.082,4,0
101173,29,41,London,free,3,51.59,0.115,25.0,-0.147,1,0
101174,18,5,South,basic,8,92.13,0.135,41.0,0.169,2,1
101175,39,21,South,premium,6,97.11,0.205,103.0,0.087,0,1
101176,37,41,London,free,9,35.58,0.162,20.0,,1,0
101177,30,35,North,basic,4,126.95,0.153,9.0,0.77,2,0
101178,34,68,London,basic,5,53.7,0.041,24.0,0.283,1,0
101179,19,44,London,basic,5,36.11,0.083,68.0,-0.07,2,0
101180,56,30,Wales,premium,5,103.32,0.108,15.0,,1,0
101181,76,31,London,premium,8,71.85,0.057,34.0,0.12,1,1
101182,61,44,North,basic,7,67.06,0.308,17.0,0.26,0,1
101183,46,57,North,free,5,42.37,0.043,7.0,,2,0
101184,44,20,North,free,2,54.54,0.139,78.0,0.165,1,0
101185,37,42,London,free,2,32.74,0.117,13.0,0.606,1,0
101186,26,41,London,basic,9,47.06,0.035,,,2,0
101187,55,0,London,free,6,40.67,0.199,8.0,,2,1
101188,53,66,Wales,basic,8,64.76,0.137,64.0,0.443,2,0
101189,18,41,London,premium,7,160.23,0.291,22.0,0.717,0,0
101190,44,17,North,free,1,48.26,0.055,,0.412,1,0
101191,35,46,London,free,2,94.59,0.074,1.0,,1,0
101192,28,49,London,free,3,59.93,0.12,155.0,,0,0
101193,62,66,South,basic,5,121.9,0.115,3.0,-0.065,1,0
101194,51,2,London,premium,5,179.86,0.113,,,1,0
101195,57,30,North,basic,6,38.15,0.141,9.0,-0.298,0,0
101196,62,13,North,free,8,16.52,0.095,13.0,-0.015,0,0
101197,79,41,Scotland,free,8,22.82,0.043,13.0,0.271,2,0
101198,68,36,Wales,free,3,108.82,0.264,15.0,-0.245,1,0
101199,57,34,London,free,5,68.24,0.065,84.0,0.102,0,0
101200,73,71,South,free,4,27.54,0.012,,,0,0
101201,48,38,London,basic,6,167.63,0.2,58.0,0.362,1,0
101202,80,30,Wales,basic,9,43.7,0.016,17.0,0.004,1,0
101203,65,4,London,basic,7,42.47,0.254,15.0,,1,1
101204,59,21,London,free,5,44.48,0.058,31.0,,2,0
101205,74,65,London,free,4,132.4,0.132,18.0,0.223,0,0
101206,50,32,North,free,11,31.95,0.009,,,0,0
101207,63,66,Ireland,basic,6,133.83,0.106,37.0,-0.238,0,0
101208,35,38,Ireland,premium,9,80.98,0.044,22.0,0.192,1,0
101209,78,40,London,free,8,142.01,0.088,,0.602,1,0
101210,57,31,London,free,3,93.31,0.076,8.0,-0.448,1,0
101211,67,40,London,free,7,69.85,0.072,23.0,-0.232,1,0
101212,47,4,North,free,9,88.89,0.354,18.0,0.501,1,1
101213,72,4,North,basic,9,58.3,0.08,5.0,0.165,3,0
101214,22,34,Scotland,free,4,33.33,0.049,26.0,0.205,1,0
101215,25,43,London,free,3,86.76,0.193,65.0,0.894,0,0
101216,49,40,Ireland,basic,5,51.92,0.011,,0.016,0,0
101217,64,31,South,basic,10,132.18,0.165,17.0,,1,0
101218,68,21,London,premium,9,128.94,0.044,5.0,-0.148,2,0
101219,45,51,London,free,6,82.16,0.285,14.0,,0,0
101220,58,44,Wales,free,10,109.31,0.07,0.0,-0.465,0,0
101221,52,3,South,basic,5,77.11,0.23,100.0,-0.208,1,1
101222,78,33,Ireland,free,5,77.6,0.014,5.0,,2,0
101223,59,51,Ireland,premium,2,35.05,0.131,29.0,,0,0
101224,44,57,Scotland,free,4,65.21,0.162,109.0,-0.175,1,1
101225,79,20,London,free,3,74.57,0.163,28.0,0.548,0,0
101226,24,67,South,free,6,70.64,0.175,55.0,-0.206,2,0
101227,80,47,Scotland,free,10,66.09,0.037,,-0.505,1,0
101228,27,31,Wales,basic,5,63.29,0.217,43.0,0.136,2,0
101229,36,45,London,free,5,234.39,0.081,14.0,-0.618,2,0
101230,69,63,North,free,6,60.04,0.164,44.0,0.587,0,0
101231,64,16,South,free,7,91.87,0.232,23.0,,1,0
101232,79,10,Scotland,basic,5,55.83,0.179,15.0,-0.059,2,0
101233,65,32,North,free,8,69.35,0.083,31.0,0.086,1,0
101234,58,6,London,free,6,30.26,0.024,10.0,0.406,0,0
101235,39,61,London,free,9,36.65,0.095,7.0,-0.046,0,0
101236,18,70,Wales,free,6,39.23,0.087,54.0,-0.69,1,0
101237,25,44,London,basic,6,20.77,0.055,39.0,,3,0
101238,36,71,London,basic,7,60.29,0.085,30.0,0.367,2,0
101239,20,5,London,free,6,29.62,0.019,,-0.285,5,0
101240,50,46,London,basic,7,26.07,0.436,1.0,-0.03,1,0
101241,66,32,London,free,6,250.15,0.079,41.0,0.146,0,0
101242,78,20,London,free,9,124.47,0.126,15.0,-0.149,1,0
101243,48,22,North,free,5,234.35,0.355,1.0,0.27,1,1
101244,73,39,Wales,free,4,53.33,0.08,21.0,-0.11,1,0
101245,80,46,Ireland,basic,5,45.45,0.014,24.0,,4,1
101246,72,11,South,free,6,74.38,0.144,19.0,0.496,2,0
101247,47,44,South,premium,4,73.86,0.107,,0.117,1,1
101248,38,67,London,premium,2,44.67,0.077,31.0,,3,0
101249,79,0,London,premium,9,33.4,0.092,33.0,0.236,1,0
101250,33,64,Wales,free,5,86.32,0.124,55.0,,0,0
101251,43,44,North,basic,4,18.8,0.441,,0.344,4,1
101252,22,24,Wales,premium,3,85.63,0.058,50.0,0.229,2,0
101253,68,53,London,free,3,46.19,0.197,17.0,0.389,0,0
101254,58,45,Wales,premium,9,98.21,0.209,36.0,0.241,3,0
101255,23,56,South,free,3,120.75,0.021,149.0,,1,0
101256,31,5,London,basic,5,85.08,0.074,10.0,0.769,1,0
101257,52,4,Scotland,free,6,25.15,0.008,149.0,0.684,1,0
101258,52,46,London,basic,8,19.87,0.056,27.0,-0.259,2,0
101259,68,22,Scotland,free,9,18.81,0.217,,0.132,1,0
101260,34,17,London,basic,5,39.92,0.126,65.0,,2,0
101261,76,30,London,free,6,20.03,0.459,85.0,,1,1
101262,46,52,London,basic,10,53.99,0.26,41.0,0.741,1,0
101263,69,13,London,basic,5,29.73,0.003,16.0,-0.187,1,0
101264,33,71,London,basic,4,37.2,0.05,2.0,0.461,1,0
101265,20,30,London,basic,4,55.03,0.1,,-0.385,0,0
101266,21,10,London,free,5,72.68,0.161,1.0,,2,0
101267,41,5,North,free,7,31.53,0.1,61.0,,0,0
101268,78,62,South,basic,10,40.84,0.099,14.0,0.43,0,0
101269,21,8,South,free,5,70.48,0.227,38.0,,2,1
101270,41,30,North,free,4,50.42,0.062,10.0,,3,0
101271,24,48,North,free,5,49.39,0.079,56.0,0.196,4,0
101272,76,37,Scotland,free,5,88.56,0.081,42.0,-0.056,1,1
101273,60,19,South,basic,11,29.29,0.23,28.0,-0.144,2,0
101274,66,7,Wales,basic,6,98.04,0.108,10.0,0.429,0,0
101275,62,51,Ireland,premium,9,271.37,0.108,51.0,-0.203,2,0
101276,59,35,London,free,3,66.77,0.24,1.0,0.095,1,0
101277,66,3,London,free,5,40.06,0.275,,,0,0
101278,18,13,London,premium,7,19.89,0.119,15.0,0.171,0,0
101279,72,41,North,free,3,38.68,0.105,2.0,0.33,1,0
101280,64,12,London,free,6,70.56,0.054,59.0,0.072,2,0
101281,64,28,London,free,0,50.41,0.106,15.0,-0.513,0,0
101282,42,9,London,basic,5,52.66,0.014,33.0,0.424,1,0
101283,68,58,London,premium,10,50.63,0.075,34.0,,1,0
101284,42,46,London,free,7,38.61,0.262,18.0,0.818,1,0
101285,21,57,London,premium,6,52.49,0.078,13.0,0.304,1,0
101286,75,3,London,basic,6,31.02,0.026,9.0,0.473,1,0
101287,32,27,North,basic,5,58.52,0.067,23.0,-0.57,2,1
101288,24,19,North,basic,9,60.92,0.09,66.0,-0.063,2,1
101289,57,45,South,free,8,145.27,0.5,22.0,0.362,1,0
101290,32,59,North,free,6,31.89,0.082,133.0,0.139,3,0
101291,72,16,London,free,7,91.26,0.058,34.0,-0.403,0,1
101292,45,56,Wales,free,12,98.79,0.126,5.0,,2,0
101293,18,42,London,free,5,45.83,0.073,6.0,0.165,0,0
101294,77,60,North,basic,7,34.23,0.204,32.0,,2,0
101295,50,5,South,basic,5,139.14,0.119,91.0,-0.554,1,0
101296,34,72,Wales,basic,3,21.97,0.438,33.0,,0,0
101297,60,31,South,premium,4,30.91,0.021,16.0,0.147,3,0
101298,51,20,North,basic,5,25.78,0.097,53.0,0.465,0,0
101299,19,13,South,free,4,34.02,0.394,21.0,,0,1
101300,65,71,London,free,7,46.3,0.25,19.0,-0.093,1,0
101301,43,64,South,free,4,154.21,0.037,65.0,0.202,0,0
101302,62,9,North,free,9,40.66,0.061,10.0,-0.017,1,0
101303,74,32,South,basic,10,238.03,0.257,6.0,,1,0
101304,56,53,London,premium,8,102.54,0.093,31.0,0.45,1,0
101305,60,43,North,free,6,38.37,0.023,79.0,-0.097,0,0
101306,34,13,South,basic,9,38.67,0.104,57.0,-0.105,1,0
101307,32,26,South,free,6,62.63,0.045,34.0,-0.196,1,0
101308,44,26,South,free,13,57.59,0.031,5.0,0.358,2,0
101309,71,21,London,free,9,24.17,0.068,43.0,0.014,0,0
101310,51,70,South,free,12,32.74,0.07,3.0,-0.276,1,1
101311,39,14,North,premium,2,18.49,0.042,76.0,0.296,3,0
101312,67,51,Wales,free,4,186.98,0.187,3.0,-0.261,1,0
101313,71,66,London,free,7,60.21,0.163,9.0,-0.173,2,0
101314,74,58,Wales,free,9,43.9,0.161,3.0,0.064,1,0
101315,36,58,London,free,3,34.17,0.056,15.0,0.217,0,0
101316,62,11,Scotland,basic,5,36.95,0.07,17.0,0.227,0,0
101317,55,9,South,premium,7,19.56,0.184,168.0,,0,0
101318,46,57,North,free,5,61.2,0.086,12.0,,1,0
101319,43,54,North,free,3,94.01,0.109,22.0,0.458,1,0
101320,25,54,London,basic,1,163.56,0.064,51.0,0.101,4,1
101321,35,30,London,basic,4,95.11,0.077,25.0,0.392,2,0
101322,52,38,London,free,7,92.19,0.207,28.0,-0.017,1,0
101323,73,1,Scotland,free,4,123.5,0.187,94.0,,3,0
101324,72,21,North,free,5,48.96,0.455,35.0,0.66,1,0
101325,29,38,London,free,9,21.35,0.048,,,3,0
101326,60,9,Wales,free,5,94.12,0.073,6.0,-0.129,2,0
101327,23,9,South,free,5,33.12,0.063,8.0,0.444,1,0
101328,60,3,South,free,3,51.27,0.396,80.0,,0,1
101329,39,15,Scotland,basic,1,26.9,0.048,9.0,0.338,3,1
101330,46,72,London,free,10,122.42,0.276,89.0,-0.636,1,1
101331,63,50,Ireland,free,8,98.99,0.173,12.0,-0.089,0,1
101332,44,69,London,basic,5,20.46,0.189,1.0,0.035,2,0
101333,68,18,Scotland,free,2,58.62,0.104,,,1,0
101334,51,43,Ireland,premium,6,113.14,0.074,31.0,-0.174,2,0
101335,80,65,London,premium,10,49.96,0.046,27.0,,0,0
101336,58,25,South,premium,7,54.03,0.205,98.0,0.486,2,0
101337,36,47,South,free,5,107.42,0.026,22.0,-0.143,0,0
101338,66,50,London,free,5,45.36,0.042,126.0,0.188,2,0
101339,43,60,Scotland,basic,8,51.42,0.493,26.0,-0.264,2,1
101340,51,70,Ireland,free,8,94.63,0.131,28.0,0.567,4,0
101341,26,44,London,free,9,26.98,0.143,,-0.139,0,1
101342,25,42,Scotland,premium,9,33.84,0.175,18.0,-0.164,2,0
101343,54,63,London,basic,5,16.49,0.014,2.0,0.705,1,0
101344,29,49,London,premium,2,222.63,0.107,16.0,,2,0
101345,80,26,London,free,5,59.28,0.011,23.0,,4,0
101346,71,46,South,free,8,113.88,0.107,55.0,0.02,4,0
101347,62,40,Ireland,premium,6,23.69,0.113,3.0,,3,0
101348,64,16,South,premium,6,129.99,0.216,,-0.506,2,0
101349,55,37,North,free,6,44.43,0.065,23.0,-0.426,3,0
101350,21,45,North,basic,6,143.14,0.364,103.0,,1,0
101351,42,65,South,basic,8,47.42,0.108,60.0,,3,0
101352,49,42,South,basic,7,25.56,0.007,23.0,0.585,1,0
101353,75,12,North,free,9,116.82,0.009,3.0,0.863,0,0
101354,31,72,South,free,4,56.92,0.052,19.0,,0,0
101355,49,42,North,basic,5,24.03,0.019,33.0,0.041,1,0
101356,39,20,North,free,9,17.26,0.257,1.0,0.341,3,0
101357,26,55,South,premium,7,73.01,0.151,56.0,0.266,1,0
101358,24,28,Scotland,basic,8,53.55,0.113,16.0,-0.137,1,0
101359,41,27,London,basic,4,63.06,0.043,,0.263,0,0
101360,23,61,South,basic,3,64.31,0.018,,,2,0
101361,22,63,London,free,1,49.41,0.032,3.0,0.778,1,0
101362,40,38,South,free,3,71.23,0.02,13.0,0.004,2,0
101363,30,27,North,free,11,90.44,0.402,51.0,0.094,0,0
101364,52,63,London,free,3,49.2,0.189,27.0,-0.296,2,0
101365,19,12,London,free,5,78.53,0.087,29.0,-0.451,0,0
101366,37,54,Scotland,basic,3,81.51,0.187,,0.064,1,0
101367,46,42,London,basic,8,115.45,0.003,2.0,0.666,0,0
101368,78,62,South,free,8,11.44,0.426,115.0,0.035,1,1
101369,57,30,London,free,5,40.41,0.136,31.0,0.105,1,0
101370,73,60,North,free,8,80.29,0.075,2.0,,2,0
101371,39,1,Scotland,premium,0,236.74,0.066,0.0,,0,0
101372,46,55,North,free,8,124.82,0.051,33.0,-0.008,0,0
101373,44,5,Wales,basic,9,126.69,0.029,78.0,0.254,2,0
101374,73,46,London,free,5,350.78,0.08,3.0,,2,0
101375,78,14,London,free,7,51.44,0.254,11.0,,1,1
101376,78,70,London,basic,6,232.72,0.117,55.0,-0.286,1,0
101377,65,56,North,basic,5,88.08,0.35,10.0,0.403,1,0
101378,49,7,London,basic,7,27.49,0.101,5.0,0.467,1,0
101379,52,65,Scotland,free,5,16.49,0.173,25.0,-0.394,1,0
101380,79,18,North,basic,3,46.59,0.064,22.0,0.298,0,0
101381,35,39,London,basic,8,86.74,0.102,7.0,0.585,2,0
101382,39,6,South,basic,5,45.35,0.124,2.0,0.451,1,1
101383,74,7,North,basic,7,59.29,0.073,29.0,-0.099,0,0
101384,42,17,South,free,7,208.91,0.124,13.0,0.244,1,0
101385,32,39,Scotland,basic,7,56.37,0.145,1.0,0.208,0,0
101386,53,39,London,basic,3,215.96,0.041,22.0,,2,0
101387,38,62,London,basic,9,93.84,0.102,83.0,,1,0
101388,74,12,South,basic,4,115.12,0.026,2.0,,0,0
101389,75,54,London,free,3,46.64,0.121,23.0,0.911,1,0
101390,37,0,London,free,6,51.86,0.024,,-0.153,0,0
101391,51,21,South,free,11,55.26,0.261,27.0,0.203,2,1
101392,79,12,London,free,4,51.35,0.143,19.0,,1,1
101393,64,9,Wales,basic,3,86.1,0.034,43.0,-0.596,1,0
101394,31,42,London,premium,5,134.77,0.15,6.0,0.252,0,0
101395,55,65,North,free,8,306.08,0.16,95.0,-0.513,1,0
101396,57,48,Scotland,free,6,33.47,0.092,34.0,-0.46,1,0
101397,59,62,London,free,5,54.54,0.266,124.0,-0.004,1,0
101398,19,43,South,free,6,109.55,0.004,29.0,0.479,1,0
101399,36,3,North,premium,7,57.0,0.217,,,4,1
101400,71,25,South,free,5,22.04,0.065,24.0,-0.173,1,0
101401,33,60,London,free,11,95.24,0.135,42.0,0.267,1,0
101402,36,3,Ireland,basic,13,31.12,0.144,24.0,0.364,1,0
101403,38,7,London,premium,6,62.64,0.076,17.0,0.32,1,0
101404,29,60,London,free,12,182.08,0.111,,-0.434,1,0
101405,27,4,London,free,6,89.48,0.068,44.0,,0,1
101406,39,70,London,basic,3,84.89,0.164,64.0,0.514,0,0
101407,73,55,London,basic,4,155.25,0.054,37.0,,0,0
101408,18,48,Scotland,basic,8,50.05,0.134,33.0,0.327,2,0
101409,35,39,Wales,basic,7,69.38,0.15,54.0,0.606,3,0
101410,21,6,North,premium,4,48.2,0.245,1.0,,1,0
101411,53,30,South,basic,4,94.64,0.063,45.0,,0,0
101412,33,58,South,free,4,21.5,0.191,3.0,-0.23,1,0
101413,67,65,London,free,6,29.33,0.07,92.0,0.037,2,0
101414,54,32,Scotland,free,7,55.87,0.084,11.0,-0.2,1,0
101415,67,61,London,free,5,83.29,0.013,,0.17,0,0
101416,57,56,London,free,4,206.98,0.244,3.0,0.73,0,0
101417,45,4,Scotland,free,9,29.21,0.055,5.0,,5,1
101418,72,45,North,basic,6,52.19,0.044,50.0,,1,0
101419,48,44,London,basic,2,65.28,0.045,15.0,0.674,1,0
101420,77,39,South,basic,9,24.41,0.013,23.0,-0.108,2,0
101421,80,56,South,free,7,32.32,0.134,22.0,0.014,3,0
